area_id,area_level,parent_area_id,area_name,spectrum_region_code,area_sort_order
ZAF,0,,South Africa,,1
ZAF_1_WC,1,ZAF,Western Cape,1,2
ZAF_1_NC,1,ZAF,Northern Cape,3,3
ZAF_1_EC,1,ZAF,Eastern Cape,2,4
ZAF_1_FS,1,ZAF,Free State,4,5
ZAF_1_KZN,1,ZAF,KwaZulu-Natal,5,6
ZAF_1_MP,1,ZAF,Mpumalanga,8,7
ZAF_1_LIM,1,ZAF,Limpopo,9,8
ZAF_1_NW,1,ZAF,North West,6,9
ZAF_1_GT,1,ZAF,Gauteng,7,10
ZAF_2_CPT,2,ZAF_1_WC,Cape Town MM,1,11
ZAF_2_DC1,2,ZAF_1_WC,West Coast DM,1,12
ZAF_2_DC2,2,ZAF_1_WC,Cape Winelands DM,1,13
ZAF_2_DC3,2,ZAF_1_WC,Overberg DM,1,14
ZAF_2_DC4,2,ZAF_1_WC,Garden Route DM,1,15
ZAF_2_DC5,2,ZAF_1_WC,Central Karoo DM,1,16
ZAF_2_DC6,2,ZAF_1_NC,Namakwa DM,3,17
ZAF_2_DC7,2,ZAF_1_NC,Pixley ka Seme DM,3,18
ZAF_2_DC8,2,ZAF_1_NC,ZF Mgcawu DM,3,19
ZAF_2_DC9,2,ZAF_1_NC,Frances Baard DM,3,20
ZAF_2_DC45,2,ZAF_1_NC,J T Gaetsewe DM,3,21
ZAF_2_BUF,2,ZAF_1_EC,Buffalo City MM,2,22
ZAF_2_NMA,2,ZAF_1_EC,N Mandela Bay MM,2,23
ZAF_2_DC10,2,ZAF_1_EC,Sarah Baartman DM,2,24
ZAF_2_DC12,2,ZAF_1_EC,Amathole DM,2,25
ZAF_2_DC13,2,ZAF_1_EC,C Hani DM,2,26
ZAF_2_DC14,2,ZAF_1_EC,Joe Gqabi DM,2,27
ZAF_2_DC15,2,ZAF_1_EC,O Tambo DM,2,28
ZAF_2_DC44,2,ZAF_1_EC,A Nzo DM,2,29
ZAF_2_MAN,2,ZAF_1_FS,Mangaung MM,4,30
ZAF_2_DC16,2,ZAF_1_FS,Xhariep DM,4,31
ZAF_2_DC18,2,ZAF_1_FS,Lejweleputswa DM,4,32
ZAF_2_DC19,2,ZAF_1_FS,T Mofutsanyana DM,4,33
ZAF_2_DC20,2,ZAF_1_FS,Fezile Dabi DM,4,34
ZAF_2_ETH,2,ZAF_1_KZN,eThekwini MM,5,35
ZAF_2_DC21,2,ZAF_1_KZN,Ugu DM,5,36
ZAF_2_DC22,2,ZAF_1_KZN,uMgungundlovu DM,5,37
ZAF_2_DC23,2,ZAF_1_KZN,Uthukela DM,5,38
ZAF_2_DC24,2,ZAF_1_KZN,Umzinyathi DM,5,39
ZAF_2_DC25,2,ZAF_1_KZN,Amajuba DM,5,40
ZAF_2_DC26,2,ZAF_1_KZN,Zululand DM,5,41
ZAF_2_DC27,2,ZAF_1_KZN,Umkhanyakude DM,5,42
ZAF_2_DC28,2,ZAF_1_KZN,King Cetshwayo DM,5,43
ZAF_2_DC29,2,ZAF_1_KZN,iLembe DM,5,44
ZAF_2_DC43,2,ZAF_1_KZN,Harry Gwala DM,5,45
ZAF_2_DC30,2,ZAF_1_MP,G Sibande DM,8,46
ZAF_2_DC31,2,ZAF_1_MP,Nkangala DM,8,47
ZAF_2_DC32,2,ZAF_1_MP,Ehlanzeni DM,8,48
ZAF_2_DC33,2,ZAF_1_LIM,Mopani DM,9,49
ZAF_2_DC34,2,ZAF_1_LIM,Vhembe DM,9,50
ZAF_2_DC35,2,ZAF_1_LIM,Capricorn DM,9,51
ZAF_2_DC36,2,ZAF_1_LIM,Waterberg DM,9,52
ZAF_2_DC47,2,ZAF_1_LIM,Sekhukhune DM,9,53
ZAF_2_DC37,2,ZAF_1_NW,Bojanala Platinum DM,6,54
ZAF_2_DC38,2,ZAF_1_NW,Ngaka Modiri Molema DM,6,55
ZAF_2_DC39,2,ZAF_1_NW,Ruth Segomotsi Mompati DM,6,56
ZAF_2_DC40,2,ZAF_1_NW,Dr K Kaunda DM,6,57
ZAF_2_EKU,2,ZAF_1_GT,Ekurhuleni MM,7,58
ZAF_2_JHB,2,ZAF_1_GT,Johannesburg MM,7,59
ZAF_2_TSH,2,ZAF_1_GT,Tshwane MM,7,60
ZAF_2_DC42,2,ZAF_1_GT,Sedibeng DM,7,61
ZAF_2_DC48,2,ZAF_1_GT,West Rand DM,7,62
ZAF_3_CPT,3,ZAF_2_CPT,Cape Town MM,1,63
ZAF_3_WC011,3,ZAF_2_DC1,Matzikama LM,1,64
ZAF_3_WC012,3,ZAF_2_DC1,Cederberg LM,1,65
ZAF_3_WC013,3,ZAF_2_DC1,Bergrivier LM,1,66
ZAF_3_WC014,3,ZAF_2_DC1,Saldanha Bay LM,1,67
ZAF_3_WC015,3,ZAF_2_DC1,Swartland LM,1,68
ZAF_3_WC022,3,ZAF_2_DC2,Witzenberg LM,1,69
ZAF_3_WC023,3,ZAF_2_DC2,Drakenstein LM,1,70
ZAF_3_WC024,3,ZAF_2_DC2,Stellenbosch LM,1,71
ZAF_3_WC025,3,ZAF_2_DC2,Breede Valley LM,1,72
ZAF_3_WC026,3,ZAF_2_DC2,Langeberg LM,1,73
ZAF_3_WC031,3,ZAF_2_DC3,Theewaterskloof LM,1,74
ZAF_3_WC032,3,ZAF_2_DC3,Overstrand LM,1,75
ZAF_3_WC033,3,ZAF_2_DC3,Cape Agulhas LM,1,76
ZAF_3_WC034,3,ZAF_2_DC3,Swellendam LM,1,77
ZAF_3_WC041,3,ZAF_2_DC4,Kannaland LM,1,78
ZAF_3_WC042,3,ZAF_2_DC4,Hessequa LM,1,79
ZAF_3_WC043,3,ZAF_2_DC4,Mossel Bay LM,1,80
ZAF_3_WC044,3,ZAF_2_DC4,George LM,1,81
ZAF_3_WC045,3,ZAF_2_DC4,Oudtshoorn LM,1,82
ZAF_3_WC047,3,ZAF_2_DC4,Bitou LM,1,83
ZAF_3_WC048,3,ZAF_2_DC4,Knysna LM,1,84
ZAF_3_WC051,3,ZAF_2_DC5,Laingsburg LM,1,85
ZAF_3_WC052,3,ZAF_2_DC5,Prince Albert LM,1,86
ZAF_3_WC053,3,ZAF_2_DC5,Beaufort West LM,1,87
ZAF_3_NC061,3,ZAF_2_DC6,Richtersveld LM,3,88
ZAF_3_NC062,3,ZAF_2_DC6,Nama Khoi LM,3,89
ZAF_3_NC064,3,ZAF_2_DC6,Kamiesberg LM,3,90
ZAF_3_NC065,3,ZAF_2_DC6,Hantam LM,3,91
ZAF_3_NC066,3,ZAF_2_DC6,Karoo Hoogland LM,3,92
ZAF_3_NC067,3,ZAF_2_DC6,Khâi-Ma LM,3,93
ZAF_3_NC071,3,ZAF_2_DC7,Ubuntu LM,3,94
ZAF_3_NC072,3,ZAF_2_DC7,Umsobomvu LM,3,95
ZAF_3_NC073,3,ZAF_2_DC7,Emthanjeni LM,3,96
ZAF_3_NC074,3,ZAF_2_DC7,Kareeberg LM,3,97
ZAF_3_NC075,3,ZAF_2_DC7,Renosterberg LM,3,98
ZAF_3_NC076,3,ZAF_2_DC7,Thembelihle LM,3,99
ZAF_3_NC077,3,ZAF_2_DC7,Siyathemba LM,3,100
ZAF_3_NC078,3,ZAF_2_DC7,Siyancuma LM,3,101
ZAF_3_NC082,3,ZAF_2_DC8,Kai !Garib LM,3,102
ZAF_3_NC084,3,ZAF_2_DC8,!Kheis LM,3,103
ZAF_3_NC085,3,ZAF_2_DC8,Tsantsabane LM,3,104
ZAF_3_NC086,3,ZAF_2_DC8,Kgatelopele LM,3,105
ZAF_3_NC087,3,ZAF_2_DC8,Dawid Kruiper LM,3,106
ZAF_3_NC091,3,ZAF_2_DC9,Sol Plaatje LM,3,107
ZAF_3_NC092,3,ZAF_2_DC9,Dikgatlong LM,3,108
ZAF_3_NC093,3,ZAF_2_DC9,Magareng LM,3,109
ZAF_3_NC094,3,ZAF_2_DC9,Phokwane LM,3,110
ZAF_3_NC451,3,ZAF_2_DC45,Joe Morolong LM,3,111
ZAF_3_NC452,3,ZAF_2_DC45,Ga-Segonyana LM,3,112
ZAF_3_NC453,3,ZAF_2_DC45,Gamagara LM,3,113
ZAF_3_BUF,3,ZAF_2_BUF,Buffalo City MM,2,114
ZAF_3_NMA,3,ZAF_2_NMA,N Mandela Bay MM,2,115
ZAF_3_EC101,3,ZAF_2_DC10,Dr B Naudé LM,2,116
ZAF_3_EC102,3,ZAF_2_DC10,Blue Crane Route LM,2,117
ZAF_3_EC104,3,ZAF_2_DC10,Makana LM,2,118
ZAF_3_EC105,3,ZAF_2_DC10,Ndlambe LM,2,119
ZAF_3_EC106,3,ZAF_2_DC10,Sundays River Valley LM,2,120
ZAF_3_EC108,3,ZAF_2_DC10,Kouga LM,2,121
ZAF_3_EC109,3,ZAF_2_DC10,Kou-Kamma LM,2,122
ZAF_3_EC121,3,ZAF_2_DC12,Mbhashe LM,2,123
ZAF_3_EC122,3,ZAF_2_DC12,Mnquma LM,2,124
ZAF_3_EC123,3,ZAF_2_DC12,Great Kei LM,2,125
ZAF_3_EC124,3,ZAF_2_DC12,Amahlathi LM,2,126
ZAF_3_EC126,3,ZAF_2_DC12,Ngqushwa LM,2,127
ZAF_3_EC129,3,ZAF_2_DC12,Raymond Mhlaba LM,2,128
ZAF_3_EC131,3,ZAF_2_DC13,Inxuba Yethemba LM,2,129
ZAF_3_EC135,3,ZAF_2_DC13,Intsika Yethu LM,2,130
ZAF_3_EC136,3,ZAF_2_DC13,Emalahleni LM,2,131
ZAF_3_EC137,3,ZAF_2_DC13,Engcobo LM,2,132
ZAF_3_EC138,3,ZAF_2_DC13,Sakhisizwe LM,2,133
ZAF_3_EC139,3,ZAF_2_DC13,Enoch Mgijima LM,2,134
ZAF_3_EC141,3,ZAF_2_DC14,Elundini LM,2,135
ZAF_3_EC142,3,ZAF_2_DC14,Senqu LM,2,136
ZAF_3_EC145,3,ZAF_2_DC14,Walter Sisulu LM,2,137
ZAF_3_EC153,3,ZAF_2_DC15,Ingquza Hill LM,2,138
ZAF_3_EC154,3,ZAF_2_DC15,Port St Johns LM,2,139
ZAF_3_EC155,3,ZAF_2_DC15,Nyandeni LM,2,140
ZAF_3_EC156,3,ZAF_2_DC15,Mhlontlo LM,2,141
ZAF_3_EC157,3,ZAF_2_DC15,King Sabata Dalindyebo LM,2,142
ZAF_3_EC441,3,ZAF_2_DC44,Matatiele LM,2,143
ZAF_3_EC442,3,ZAF_2_DC44,Umzimvubu LM,2,144
ZAF_3_EC443,3,ZAF_2_DC44,Mbizana LM,2,145
ZAF_3_EC444,3,ZAF_2_DC44,Ntabankulu LM,2,146
ZAF_3_MAN,3,ZAF_2_MAN,Mangaung MM,4,147
ZAF_3_FS161,3,ZAF_2_DC16,Letsemeng LM,4,148
ZAF_3_FS162,3,ZAF_2_DC16,Kopanong LM,4,149
ZAF_3_FS163,3,ZAF_2_DC16,Mohokare LM,4,150
ZAF_3_FS181,3,ZAF_2_DC18,Masilonyana LM,4,151
ZAF_3_FS182,3,ZAF_2_DC18,Tokologo LM,4,152
ZAF_3_FS183,3,ZAF_2_DC18,Tswelopele LM,4,153
ZAF_3_FS184,3,ZAF_2_DC18,Matjhabeng LM,4,154
ZAF_3_FS185,3,ZAF_2_DC18,Nala LM,4,155
ZAF_3_FS191,3,ZAF_2_DC19,Setsoto LM,4,156
ZAF_3_FS192,3,ZAF_2_DC19,Dihlabeng LM,4,157
ZAF_3_FS193,3,ZAF_2_DC19,Nketoana LM,4,158
ZAF_3_FS194,3,ZAF_2_DC19,Maluti-a-Phofung LM,4,159
ZAF_3_FS195,3,ZAF_2_DC19,Phumelela LM,4,160
ZAF_3_FS196,3,ZAF_2_DC19,Mantsopa LM,4,161
ZAF_3_FS201,3,ZAF_2_DC20,Moqhaka LM,4,162
ZAF_3_FS203,3,ZAF_2_DC20,Ngwathe LM,4,163
ZAF_3_FS204,3,ZAF_2_DC20,Metsimaholo LM,4,164
ZAF_3_FS205,3,ZAF_2_DC20,Mafube LM,4,165
ZAF_3_ETH,3,ZAF_2_ETH,eThekwini MM,5,166
ZAF_3_KZN212,3,ZAF_2_DC21,Umdoni LM,5,167
ZAF_3_KZN213,3,ZAF_2_DC21,Umzumbe LM,5,168
ZAF_3_KZN214,3,ZAF_2_DC21,Umuziwabantu LM,5,169
ZAF_3_KZN216,3,ZAF_2_DC21,Ray Nkonyeni LM,5,170
ZAF_3_KZN221,3,ZAF_2_DC22,uMshwathi LM,5,171
ZAF_3_KZN222,3,ZAF_2_DC22,uMngeni LM,5,172
ZAF_3_KZN223,3,ZAF_2_DC22,Mpofana LM,5,173
ZAF_3_KZN224,3,ZAF_2_DC22,Impendle LM,5,174
ZAF_3_KZN225,3,ZAF_2_DC22,Msunduzi LM,5,175
ZAF_3_KZN226,3,ZAF_2_DC22,Mkhambathini LM,5,176
ZAF_3_KZN227,3,ZAF_2_DC22,Richmond LM,5,177
ZAF_3_KZN235,3,ZAF_2_DC23,Okhahlamba LM,5,178
ZAF_3_KZN237,3,ZAF_2_DC23,Inkosi Langalibalele LM,5,179
ZAF_3_KZN238,3,ZAF_2_DC23,Alfred Duma LM,5,180
ZAF_3_KZN241,3,ZAF_2_DC24,Endumeni LM,5,181
ZAF_3_KZN242,3,ZAF_2_DC24,Nquthu LM,5,182
ZAF_3_KZN244,3,ZAF_2_DC24,Msinga LM,5,183
ZAF_3_KZN245,3,ZAF_2_DC24,Umvoti LM,5,184
ZAF_3_KZN252,3,ZAF_2_DC25,Newcastle LM,5,185
ZAF_3_KZN253,3,ZAF_2_DC25,Emadlangeni LM,5,186
ZAF_3_KZN254,3,ZAF_2_DC25,Dannhauser LM,5,187
ZAF_3_KZN261,3,ZAF_2_DC26,eDumbe LM,5,188
ZAF_3_KZN262,3,ZAF_2_DC26,uPhongolo LM,5,189
ZAF_3_KZN263,3,ZAF_2_DC26,AbaQulusi LM,5,190
ZAF_3_KZN265,3,ZAF_2_DC26,Nongoma LM,5,191
ZAF_3_KZN266,3,ZAF_2_DC26,Ulundi LM,5,192
ZAF_3_KZN271,3,ZAF_2_DC27,uMhlabuyalingana LM,5,193
ZAF_3_KZN272,3,ZAF_2_DC27,Jozini LM,5,194
ZAF_3_KZN275,3,ZAF_2_DC27,Mtubatuba LM,5,195
ZAF_3_KZN276,3,ZAF_2_DC27,Big 5 Hlabisa LM,5,196
ZAF_3_KZN281,3,ZAF_2_DC28,uMfolozi LM,5,197
ZAF_3_KZN282,3,ZAF_2_DC28,City of uMhlathuze LM,5,198
ZAF_3_KZN284,3,ZAF_2_DC28,uMlalazi LM,5,199
ZAF_3_KZN285,3,ZAF_2_DC28,Mthonjaneni LM,5,200
ZAF_3_KZN286,3,ZAF_2_DC28,Nkandla LM,5,201
ZAF_3_KZN291,3,ZAF_2_DC29,Mandeni LM,5,202
ZAF_3_KZN292,3,ZAF_2_DC29,KwaDukuza LM,5,203
ZAF_3_KZN293,3,ZAF_2_DC29,Ndwedwe LM,5,204
ZAF_3_KZN294,3,ZAF_2_DC29,Maphumulo LM,5,205
ZAF_3_KZN433,3,ZAF_2_DC43,Gr Kokstad LM,5,206
ZAF_3_KZN434,3,ZAF_2_DC43,Ubuhlebezwe LM,5,207
ZAF_3_KZN435,3,ZAF_2_DC43,uMzimkhulu LM,5,208
ZAF_3_KZN436,3,ZAF_2_DC43,Dr N Dlamini Zuma LM,5,209
ZAF_3_MP301,3,ZAF_2_DC30,Chief Albert Luthuli LM,8,210
ZAF_3_MP302,3,ZAF_2_DC30,Msukaligwa LM,8,211
ZAF_3_MP303,3,ZAF_2_DC30,Mkhondo LM,8,212
ZAF_3_MP304,3,ZAF_2_DC30,Dr Pixley Ka Isaka Seme LM,8,213
ZAF_3_MP305,3,ZAF_2_DC30,Lekwa LM,8,214
ZAF_3_MP306,3,ZAF_2_DC30,Dipaleseng LM,8,215
ZAF_3_MP307,3,ZAF_2_DC30,Govan Mbeki LM,8,216
ZAF_3_MP311,3,ZAF_2_DC31,Victor Khanye LM,8,217
ZAF_3_MP312,3,ZAF_2_DC31,Emalahleni LM,8,218
ZAF_3_MP313,3,ZAF_2_DC31,Steve Tshwete LM,8,219
ZAF_3_MP314,3,ZAF_2_DC31,Emakhazeni LM,8,220
ZAF_3_MP315,3,ZAF_2_DC31,Thembisile Hani LM,8,221
ZAF_3_MP316,3,ZAF_2_DC31,Dr JS Moroka LM,8,222
ZAF_3_MP321,3,ZAF_2_DC32,Thaba Chweu LM,8,223
ZAF_3_MP324,3,ZAF_2_DC32,Nkomazi LM,8,224
ZAF_3_MP325,3,ZAF_2_DC32,Bushbuckridge LM,8,225
ZAF_3_MP326,3,ZAF_2_DC32,City of Mbombela LM,8,226
ZAF_3_LIM331,3,ZAF_2_DC33,Greater Giyani LM,9,227
ZAF_3_LIM332,3,ZAF_2_DC33,Greater Letaba LM,9,228
ZAF_3_LIM333,3,ZAF_2_DC33,Greater Tzaneen LM,9,229
ZAF_3_LIM334,3,ZAF_2_DC33,Ba-Phalaborwa LM,9,230
ZAF_3_LIM335,3,ZAF_2_DC33,Maruleng LM,9,231
ZAF_3_LIM341,3,ZAF_2_DC34,Musina LM,9,232
ZAF_3_LIM343,3,ZAF_2_DC34,Thulamela LM,9,233
ZAF_3_LIM344,3,ZAF_2_DC34,Makhado LM,9,234
ZAF_3_LIM345,3,ZAF_2_DC34,Collins Chabane LM,9,235
ZAF_3_LIM351,3,ZAF_2_DC35,Blouberg LM,9,236
ZAF_3_LIM353,3,ZAF_2_DC35,Molemole LM,9,237
ZAF_3_LIM354,3,ZAF_2_DC35,Polokwane LM,9,238
ZAF_3_LIM355,3,ZAF_2_DC35,Lepelle-Nkumpi LM,9,239
ZAF_3_LIM361,3,ZAF_2_DC36,Thabazimbi LM,9,240
ZAF_3_LIM362,3,ZAF_2_DC36,Lephalale LM,9,241
ZAF_3_LIM366,3,ZAF_2_DC36,Bela-Bela LM,9,242
ZAF_3_LIM367,3,ZAF_2_DC36,Mogalakwena LM,9,243
ZAF_3_LIM368,3,ZAF_2_DC36,Mookgophong/Modimolle LM,9,244
ZAF_3_LIM471,3,ZAF_2_DC47,Ephraim Mogale LM,9,245
ZAF_3_LIM472,3,ZAF_2_DC47,E Motsoaledi LM,9,246
ZAF_3_LIM473,3,ZAF_2_DC47,Makhuduthamaga LM,9,247
ZAF_3_LIM476,3,ZAF_2_DC47,Fetakgomo Tubatse LM,9,248
ZAF_3_NW371,3,ZAF_2_DC37,Moretele LM,6,249
ZAF_3_NW372,3,ZAF_2_DC37,Madibeng LM,6,250
ZAF_3_NW373,3,ZAF_2_DC37,Rustenburg LM,6,251
ZAF_3_NW374,3,ZAF_2_DC37,Kgetlengrivier LM,6,252
ZAF_3_NW375,3,ZAF_2_DC37,Moses Kotane LM,6,253
ZAF_3_NW381,3,ZAF_2_DC38,Ratlou LM,6,254
ZAF_3_NW382,3,ZAF_2_DC38,Tswaing LM,6,255
ZAF_3_NW383,3,ZAF_2_DC38,Mahikeng LM,6,256
ZAF_3_NW384,3,ZAF_2_DC38,Ditsobotla LM,6,257
ZAF_3_NW385,3,ZAF_2_DC38,R Moiloa LM,6,258
ZAF_3_NW392,3,ZAF_2_DC39,Naledi LM,6,259
ZAF_3_NW393,3,ZAF_2_DC39,Mamusa LM,6,260
ZAF_3_NW394,3,ZAF_2_DC39,Greater Taung LM,6,261
ZAF_3_NW396,3,ZAF_2_DC39,Lekwa-Teemane LM,6,262
ZAF_3_NW397,3,ZAF_2_DC39,Kagisano-Molopo LM,6,263
ZAF_3_NW403,3,ZAF_2_DC40,City of Matlosana LM,6,264
ZAF_3_NW404,3,ZAF_2_DC40,Maquassi Hills LM,6,265
